,Age,Gender,Education Level,Field,Years of Experience,Salary
441,30.0,Female,Bachelor's,Research and Analysis,5.0,145000.0
442,27.0,Male,PhD,Research and Analysis,2.0,115000.0
443,29.0,Female,Bachelor's,Software Development,4.0,140000.0
444,34.0,Male,Bachelor's,Operations and Project Management,9.0,185000.0
445,25.0,Female,Master's,Research and Analysis,1.0,100000.0
446,33.0,Male,PhD,Research and Analysis,8.0,190000.0
447,31.0,Female,Bachelor's,Software Development,6.0,155000.0
448,28.0,Male,Master's,Operations and Project Management,3.0,130000.0
449,30.0,Female,Bachelor's,Research and Analysis,5.0,145000.0
450,27.0,Male,PhD,Research and Analysis,2.0,115000.0
451,29.0,Female,Bachelor's,Software Development,4.0,140000.0
452,34.0,Male,Bachelor's,Operations and Project Management,9.0,185000.0
453,25.0,Female,Master's,Research and Analysis,1.0,100000.0
454,33.0,Male,PhD,Research and Analysis,8.0,190000.0
455,31.0,Female,Bachelor's,Software Development,6.0,155000.0
456,28.0,Male,Master's,Operations and Project Management,3.0,130000.0
457,30.0,Female,Bachelor's,Research and Analysis,5.0,145000.0
458,28.0,Male,Bachelor's,Software Development,3.0,125000.0
459,26.0,Female,Master's,Operations and Project Management,2.0,120000.0
460,27.0,Male,Bachelor's,Research and Analysis,2.0,110000.0
461,30.0,Female,PhD,Research and Analysis,5.0,180000.0
462,29.0,Male,Bachelor's,Software Development,4.0,140000.0
463,32.0,Male,Bachelor's,Operations and Project Management,7.0,170000.0
464,25.0,Female,Master's,Research and Analysis,1.0,100000.0
465,33.0,Male,PhD,Research and Analysis,8.0,190000.0
466,31.0,Female,Bachelor's,Software Development,6.0,155000.0
467,28.0,Male,Master's,Operations and Project Management,3.0,130000.0
468,30.0,Female,Bachelor's,Research and Analysis,5.0,145000.0
469,27.0,Male,PhD,Research and Analysis,2.0,115000.0
470,29.0,Female,Bachelor's,Software Development,4.0,140000.0
471,34.0,Male,Bachelor's,Operations and Project Management,9.0,185000.0
472,25.0,Female,Master's,Research and Analysis,1.0,100000.0
473,33.0,Male,PhD,Research and Analysis,8.0,190000.0
474,31.0,Female,Bachelor's,Software Development,6.0,155000.0
475,28.0,Male,Master's,Operations and Project Management,3.0,130000.0
476,30.0,Female,Bachelor's,Research and Analysis,5.0,145000.0
477,27.0,Male,PhD,Research and Analysis,2.0,115000.0
478,29.0,Female,Bachelor's,Software Development,4.0,140000.0
479,34.0,Male,Bachelor's,Operations and Project Management,9.0,185000.0
480,25.0,Female,Master's,Research and Analysis,1.0,100000.0
481,33.0,Male,PhD,Research and Analysis,8.0,190000.0
482,31.0,Female,Bachelor's,Software Development,6.0,155000.0
483,28.0,Male,Master's,Operations and Project Management,3.0,130000.0
484,30.0,Female,Bachelor's,Research and Analysis,5.0,145000.0
485,27.0,Male,PhD,Research and Analysis,2.0,115000.0
486,29.0,Female,Bachelor's,Software Development,4.0,140000.0
487,34.0,Male,Bachelor's,Operations and Project Management,9.0,185000.0
488,25.0,Female,Master's,Research and Analysis,1.0,100000.0
489,33.0,Male,PhD,Research and Analysis,8.0,190000.0
490,31.0,Female,Bachelor's,Software Development,6.0,155000.0
491,28.0,Male,Master's,Operations and Project Management,3.0,130000.0
492,30.0,Female,Bachelor's,Research and Analysis,5.0,145000.0
493,27.0,Male,PhD,Research and Analysis,2.0,115000.0
494,29.0,Female,Bachelor's,Software Development,4.0,140000.0
495,34.0,Male,Bachelor's,Operations and Project Management,9.0,185000.0
496,25.0,Female,Master's,Research and Analysis,1.0,100000.0
497,33.0,Male,PhD,Research and Analysis,8.0,190000.0
498,31.0,Female,Bachelor's,Software Development,6.0,155000.0
499,28.0,Male,Master's,Operations and Project Management,3.0,130000.0
500,30.0,Female,Bachelor's,Research and Analysis,5.0,145000.0
501,27.0,Male,PhD,Research and Analysis,2.0,115000.0
502,29.0,Female,Bachelor's,Software Development,4.0,140000.0
503,34.0,Male,Bachelor's,Operations and Project Management,9.0,185000.0
504,26.0,Male,Bachelor's,Research and Analysis,3.0,130000.0
505,29.0,Female,Master's,Research and Analysis,6.0,180000.0
506,32.0,Male,Bachelor's,Software Development,8.0,190000.0
507,27.0,Female,Bachelor's,Operations and Project Management,4.0,150000.0
508,24.0,Male,Bachelor's,Research and Analysis,1.0,90000.0
509,31.0,Female,Master's,Research and Analysis,9.0,195000.0
510,28.0,Male,Bachelor's,Software Development,5.0,160000.0
511,33.0,Female,Master's,Operations and Project Management,11.0,198000.0
512,25.0,Male,Bachelor's,Research and Analysis,2.0,110000.0
513,30.0,Female,PhD,Research and Analysis,7.0,185000.0
514,27.0,Male,Bachelor's,Software Development,4.0,140000.0
515,34.0,Female,Master's,Operations and Project Management,12.0,196000.0
516,23.0,Male,Bachelor's,Research and Analysis,1.0,95000.0
517,32.0,Female,PhD,Research and Analysis,10.0,193000.0
518,29.0,Male,Bachelor's,Software Development,6.0,175000.0
519,30.0,Female,Bachelor's,Operations and Project Management,5.0,160000.0
520,26.0,Male,Bachelor's,Research and Analysis,3.0,130000.0
521,31.0,Female,Master's,Research and Analysis,6.0,180000.0
522,28.0,Male,Bachelor's,Software Development,5.0,160000.0
523,33.0,Female,Master's,Operations and Project Management,11.0,198000.0
524,24.0,Male,Bachelor's,Research and Analysis,1.0,90000.0
525,30.0,Female,PhD,Research and Analysis,7.0,185000.0
526,27.0,Male,Bachelor's,Software Development,4.0,140000.0
527,34.0,Female,Master's,Operations and Project Management,12.0,196000.0
528,25.0,Male,Bachelor's,Research and Analysis,2.0,110000.0
529,29.0,Female,Master's,Research and Analysis,6.0,180000.0
530,32.0,Male,Bachelor's,Software Development,8.0,190000.0
531,27.0,Female,Bachelor's,Operations and Project Management,4.0,150000.0
532,31.0,Male,Bachelor's,Research and Analysis,9.0,195000.0
533,28.0,Female,Bachelor's,Software Development,5.0,160000.0
534,33.0,Male,Master's,Operations and Project Management,11.0,198000.0
535,26.0,Female,Bachelor's,Research and Analysis,3.0,130000.0
536,30.0,Male,PhD,Research and Analysis,7.0,185000.0
537,27.0,Female,Bachelor's,Software Development,4.0,140000.0
538,34.0,Male,Master's,Operations and Project Management,12.0,196000.0
539,25.0,Female,Bachelor's,Research and Analysis,2.0,110000.0
540,32.0,Male,Bachelor's,Software Development,8.0,190000.0
541,29.0,Female,Master's,Research and Analysis,6.0,180000.0
542,30.0,Male,Bachelor's,Research and Analysis,5.0,160000.0
543,33.0,Female,Master's,Operations and Project Management,11.0,198000.0
544,24.0,Male,Bachelor's,Research and Analysis,1.0,90000.0
545,31.0,Female,PhD,Research and Analysis,9.0,195000.0
546,28.0,Male,Bachelor's,Software Development,5.0,160000.0
547,27.0,Female,Bachelor's,Operations and Project Management,4.0,150000.0
548,26.0,Male,Bachelor's,Research and Analysis,3.0,130000.0
549,29.0,Female,Master's,Research and Analysis,6.0,180000.0
550,32.0,Male,Bachelor's,Software Development,8.0,190000.0
551,33.0,Female,Master's,Operations and Project Management,11.0,198000.0
552,25.0,Male,Bachelor's,Research and Analysis,2.0,110000.0
553,30.0,Female,PhD,Research and Analysis,7.0,185000.0
554,27.0,Male,Bachelor's,Software Development,4.0,140000.0
555,34.0,Female,Master's,Operations and Project Management,12.0,196000.0
556,31.0,Male,Bachelor's,Research and Analysis,9.0,195000.0
557,28.0,Female,Bachelor's,Software Development,5.0,160000.0
558,26.0,Male,Bachelor's,Research and Analysis,3.0,130000.0
559,29.0,Female,Master's,Research and Analysis,6.0,180000.0
560,32.0,Male,Bachelor's,Software Development,8.0,190000.0
561,33.0,Female,Master's,Operations and Project Management,11.0,198000.0
562,24.0,Male,Bachelor's,Research and Analysis,1.0,90000.0
563,27.0,Male,Bachelor's,Software Development,4.0,140000.0
564,25.0,Female,Bachelor's,Research and Analysis,2.0,110000.0
565,30.0,Female,PhD,Research and Analysis,7.0,185000.0
566,31.0,Male,Bachelor's,Research and Analysis,9.0,195000.0
567,28.0,Female,Bachelor's,Software Development,5.0,160000.0
568,26.0,Male,Bachelor's,Research and Analysis,3.0,130000.0
569,29.0,Female,Master's,Research and Analysis,6.0,180000.0
570,32.0,Male,Bachelor's,Software Development,8.0,190000.0
571,33.0,Female,Master's,Operations and Project Management,11.0,198000.0
572,24.0,Male,Bachelor's,Research and Analysis,1.0,90000.0
573,27.0,Male,Bachelor's,Software Development,4.0,140000.0
574,25.0,Female,Bachelor's,Research and Analysis,2.0,110000.0
575,30.0,Female,PhD,Research and Analysis,7.0,185000.0
576,31.0,Male,Bachelor's,Research and Analysis,9.0,195000.0
577,28.0,Female,Bachelor's,Software Development,5.0,160000.0
578,26.0,Male,Bachelor's,Research and Analysis,3.0,130000.0
579,29.0,Female,Master's,Research and Analysis,6.0,180000.0
580,32.0,Male,Bachelor's,Software Development,8.0,190000.0
581,33.0,Female,Master's,Operations and Project Management,11.0,198000.0
582,24.0,Male,Bachelor's,Research and Analysis,1.0,90000.0
583,27.0,Male,Bachelor's,Software Development,4.0,140000.0
584,25.0,Female,Bachelor's,Research and Analysis,2.0,110000.0
585,30.0,Female,PhD,Research and Analysis,7.0,185000.0
586,31.0,Male,Bachelor's,Research and Analysis,9.0,195000.0
587,28.0,Female,Bachelor's,Software Development,5.0,160000.0
588,26.0,Male,Bachelor's,Research and Analysis,3.0,130000.0
589,29.0,Female,Master's,Research and Analysis,6.0,180000.0
590,32.0,Male,Bachelor's,Software Development,8.0,190000.0
591,33.0,Female,Master's,Operations and Project Management,11.0,198000.0
592,24.0,Male,Bachelor's,Research and Analysis,1.0,90000.0
593,27.0,Male,Bachelor's,Software Development,4.0,140000.0
594,25.0,Male,Bachelor's,Research and Analysis,2.0,125000.0
595,28.0,Female,Master's,Research and Analysis,6.0,175000.0
596,30.0,Male,Bachelor's,Software Development,8.0,190000.0
597,27.0,Female,Bachelor's,Operations and Project Management,4.0,150000.0
598,24.0,Male,Bachelor's,Research and Analysis,1.0,95000.0
599,31.0,Male,Master's,Research and Analysis,9.0,195000.0
600,28.0,Male,Bachelor's,Software Development,5.0,160000.0
601,33.0,Female,Master's,Operations and Project Management,11.0,198000.0
602,26.0,Male,Bachelor's,Research and Analysis,3.0,130000.0
603,30.0,Female,PhD,Research and Analysis,7.0,185000.0
604,27.0,Male,Bachelor's,Software Development,4.0,140000.0
605,34.0,Female,Master's,Operations and Project Management,12.0,196000.0
606,23.0,Male,Bachelor's,Research and Analysis,1.0,90000.0
607,32.0,Female,PhD,Research and Analysis,10.0,193000.0
608,29.0,Male,Bachelor's,Software Development,6.0,170000.0
609,30.0,Female,Bachelor's,Operations and Project Management,5.0,160000.0
610,26.0,Male,Bachelor's,Research and Analysis,3.0,135000.0
611,31.0,Female,Master's,Research and Analysis,6.0,180000.0
612,28.0,Male,Bachelor's,Software Development,5.0,160000.0
613,33.0,Female,Master's,Operations and Project Management,11.0,198000.0
614,24.0,Male,Bachelor's,Research and Analysis,1.0,90000.0
615,30.0,Female,PhD,Research and Analysis,7.0,185000.0
616,27.0,Male,Bachelor's,Software Development,4.0,140000.0
617,34.0,Female,Master's,Operations and Project Management,12.0,196000.0
618,25.0,Male,Bachelor's,Research and Analysis,2.0,115000.0
619,29.0,Female,Master's,Research and Analysis,6.0,180000.0
620,32.0,Male,Bachelor's,Software Development,8.0,190000.0
621,27.0,Female,Bachelor's,Operations and Project Management,4.0,150000.0
622,31.0,Male,Bachelor's,Research and Analysis,9.0,195000.0
623,28.0,Female,Bachelor's,Software Development,5.0,160000.0
624,33.0,Male,Master's,Operations and Project Management,11.0,198000.0
625,26.0,Female,Bachelor's,Research and Analysis,3.0,130000.0
626,30.0,Male,PhD,Research and Analysis,7.0,185000.0
627,27.0,Female,Bachelor's,Software Development,4.0,140000.0
628,34.0,Male,Master's,Operations and Project Management,12.0,196000.0
629,25.0,Female,Bachelor's,Research and Analysis,2.0,110000.0
630,32.0,Male,Bachelor's,Software Development,8.0,190000.0
631,29.0,Female,Master's,Research and Analysis,6.0,180000.0
632,30.0,Male,Bachelor's,Research and Analysis,5.0,160000.0
633,33.0,Female,Master's,Operations and Project Management,11.0,198000.0
634,24.0,Male,Bachelor's,Research and Analysis,1.0,90000.0
635,31.0,Female,PhD,Research and Analysis,9.0,195000.0
636,28.0,Male,Bachelor's,Software Development,5.0,160000.0
637,27.0,Female,Bachelor's,Operations and Project Management,4.0,150000.0
638,26.0,Male,Bachelor's,Research and Analysis,3.0,130000.0
639,29.0,Female,Master's,Research and Analysis,6.0,180000.0
640,32.0,Male,Bachelor's,Software Development,8.0,190000.0
641,33.0,Female,Master's,Operations and Project Management,11.0,198000.0
642,25.0,Male,Bachelor's,Research and Analysis,2.0,110000.0
643,30.0,Female,PhD,Research and Analysis,7.0,185000.0
644,27.0,Male,Bachelor's,Software Development,4.0,140000.0
645,34.0,Female,Master's,Operations and Project Management,12.0,196000.0
646,31.0,Male,Bachelor's,Research and Analysis,9.0,195000.0
647,28.0,Female,Bachelor's,Software Development,5.0,160000.0
648,26.0,Male,Bachelor's,Research and Analysis,3.0,130000.0
649,29.0,Female,Master's,Research and Analysis,6.0,180000.0
650,32.0,Male,Bachelor's,Software Development,8.0,190000.0
651,33.0,Female,Master's,Operations and Project Management,11.0,198000.0
652,24.0,Male,Bachelor's,Research and Analysis,1.0,90000.0
653,27.0,Male,Bachelor's,Software Development,4.0,140000.0
654,25.0,Female,Bachelor's,Research and Analysis,2.0,110000.0
655,30.0,Female,PhD,Research and Analysis,7.0,185000.0
656,31.0,Male,Bachelor's,Research and Analysis,9.0,195000.0
657,28.0,Female,Bachelor's,Software Development,5.0,160000.0
658,26.0,Male,Bachelor's,Research and Analysis,3.0,130000.0
659,29.0,Female,Master's,Research and Analysis,6.0,180000.0
660,32.0,Male,Bachelor's,Software Development,8.0,190000.0
661,33.0,Female,Master's,Operations and Project Management,11.0,198000.0
662,24.0,Male,Bachelor's,Research and Analysis,1.0,90000.0
663,27.0,Male,Bachelor's,Software Development,4.0,140000.0
664,25.0,Female,Bachelor's,Research and Analysis,2.0,110000.0
665,30.0,Female,PhD,Research and Analysis,7.0,185000.0
666,31.0,Male,Bachelor's,Research and Analysis,9.0,195000.0
667,28.0,Female,Bachelor's,Software Development,5.0,160000.0
668,26.0,Male,Bachelor's,Research and Analysis,3.0,130000.0
669,29.0,Female,Master's,Research and Analysis,6.0,180000.0
670,32.0,Male,Bachelor's,Software Development,8.0,190000.0
671,33.0,Female,Master's,Operations and Project Management,11.0,198000.0
672,24.0,Male,Bachelor's,Research and Analysis,1.0,90000.0
673,27.0,Male,Bachelor's,Software Development,4.0,140000.0
674,23.0,Male,Bachelor's,Research and Analysis,1.0,90000.0
675,27.0,Female,Master's,Research and Analysis,4.0,150000.0
676,32.0,Male,Bachelor's,Software Development,8.0,190000.0
677,24.0,Female,Bachelor's,Operations and Project Management,3.0,125000.0
678,25.0,Male,Bachelor's,Research and Analysis,2.0,110000.0
679,31.0,Male,Master's,Research and Analysis,7.0,180000.0
680,28.0,Male,Bachelor's,Software Development,5.0,160000.0
681,33.0,Female,Master's,Operations and Project Management,10.0,195000.0
682,26.0,Male,Bachelor's,Research and Analysis,3.0,130000.0
683,30.0,Female,PhD,Research and Analysis,6.0,170000.0
684,27.0,Male,Bachelor's,Software Development,4.0,140000.0
685,34.0,Female,Master's,Operations and Project Management,11.0,196000.0
686,23.0,Male,Bachelor's,Research and Analysis,1.0,92000.0
687,32.0,Female,PhD,Research and Analysis,9.0,195000.0
688,29.0,Male,Bachelor's,Software Development,6.0,170000.0
689,30.0,Female,Bachelor's,Operations and Project Management,5.0,160000.0
690,26.0,Male,Bachelor's,Research and Analysis,3.0,135000.0
691,31.0,Female,Master's,Research and Analysis,6.0,180000.0
692,28.0,Male,Bachelor's,Software Development,5.0,165000.0
693,33.0,Female,Master's,Operations and Project Management,11.0,198000.0
694,24.0,Male,Bachelor's,Research and Analysis,1.0,95000.0
695,30.0,Female,PhD,Research and Analysis,7.0,185000.0
696,27.0,Male,Bachelor's,Software Development,4.0,140000.0
697,34.0,Female,Master's,Operations and Project Management,12.0,196000.0
698,25.0,Male,Bachelor's,Research and Analysis,2.0,115000.0
699,29.0,Female,Master's,Research and Analysis,6.0,180000.0
700,32.0,Male,Bachelor's,Software Development,8.0,190000.0
701,27.0,Female,Bachelor's,Operations and Project Management,4.0,150000.0
702,31.0,Male,Bachelor's,Research and Analysis,9.0,195000.0
703,28.0,Female,Bachelor's,Software Development,5.0,160000.0
704,33.0,Male,Master's,Operations and Project Management,11.0,198000.0
705,26.0,Female,Bachelor's,Research and Analysis,3.0,130000.0
706,30.0,Male,PhD,Research and Analysis,7.0,185000.0
707,27.0,Female,Bachelor's,Software Development,4.0,140000.0
708,34.0,Male,Master's,Operations and Project Management,12.0,196000.0
709,25.0,Female,Bachelor's,Research and Analysis,2.0,110000.0
710,32.0,Male,Bachelor's,Software Development,8.0,190000.0
711,29.0,Female,Master's,Research and Analysis,6.0,180000.0
712,30.0,Male,Bachelor's,Research and Analysis,5.0,160000.0
713,33.0,Female,Master's,Operations and Project Management,11.0,198000.0
714,24.0,Male,Bachelor's,Research and Analysis,1.0,90000.0
715,31.0,Female,PhD,Research and Analysis,9.0,195000.0
716,28.0,Male,Bachelor's,Software Development,5.0,160000.0
717,27.0,Female,Bachelor's,Operations and Project Management,4.0,150000.0
718,26.0,Male,Bachelor's,Research and Analysis,3.0,130000.0
719,29.0,Female,Master's,Research and Analysis,6.0,180000.0
720,32.0,Male,Bachelor's,Software Development,8.0,190000.0
721,33.0,Female,Master's,Operations and Project Management,11.0,198000.0
722,25.0,Male,Bachelor's,Research and Analysis,2.0,110000.0
723,30.0,Female,PhD,Research and Analysis,7.0,185000.0
724,27.0,Male,Bachelor's,Software Development,4.0,140000.0
725,34.0,Female,Master's,Operations and Project Management,12.0,196000.0
726,31.0,Male,Bachelor's,Research and Analysis,9.0,195000.0
727,28.0,Female,Bachelor's,Software Development,5.0,160000.0
728,26.0,Male,Bachelor's,Research and Analysis,3.0,130000.0
729,29.0,Female,Master's,Research and Analysis,6.0,180000.0
730,32.0,Male,Bachelor's,Software Development,8.0,190000.0
